,Address,Cusines,Restaurant,Latitude,Longitude,Clusters
749,1 Scotts Road#03-23Shaw Centre Singapore (228208),Italian,LINO Pizza & Pasta Bar,1.3063434,103.8318606,11
750,57 Eng Hoon Street#01-72Singapore (160057),Thai,Little Elephant SG Thai Bistro,1.2848656,103.8335292,0
751,3 Temasek Boulevard#03-304/305Sky Garden Suntec City Mall Singapore (038983),"Chinese, Steamboat, BBQ",Little Lamb Hotpot Suntec (小尾羊),1.2950331,103.8584935,12
752,789 Bukit Timah Road#01-01Singapore (269763),"American, All-Day Breakfast, Cafe",Little Lazy Lizard,1.3310677,103.7961449,17
753,1 Fullerton Road#01-05One Fullerton Singapore (049213),Steamboat,Little Sheep Hot Pot @ One Fullerton,1.2861349,103.8539595,49
754,277 Orchard Road#B1-13Orchard Gateway Singapore (238858),Steamboat,Little Sheep Hot Pot @ Orchard Gateway,1.3009584,103.8389111,38
755,20 Bukit Pasoh Road Singapore (089832),Bar,Live Twice,1.279116,103.8409437,31
756,"11 Cavenagh Road,Holiday Inn Singapore Orchard City Centre,Singapore (229616)","Bar, Seafood, Vegetarian Friendly, Pizza, Burgers",Lobby Lounge & Bar at Holiday Inn Singapore Orchard City Centre,1.3023125,103.8410344,38
757,320 Orchard Road Marriott Tang Plaza Singapore (238865),"Bar, International, Local, Cafe",Lobby Lounge @ Marriott Tang Plaza,1.3052151,103.8329675,11
758,22 Orange Grove Road Lobby Level Tower Wing Shangri-La Hotel Singapore Singapore (258350),"Buffet, Local, Peranakan",The Lobby Lounge @ Shangri-La Hotel,1.3112195,103.8263306,44
759,80 Middle Road Level 1Inter Continental Singapore Singapore (188966),International,The Lobby Lounge at InterContinental Singapore,1.2983644,103.8549173,16
760,12 Marina View Level 32Asia Square Tower 2Singapore (018961),"Bar, International, Seafood",Lobby Lounge at The Westin Singapore,1.2779532,103.8509025,4
761,136 Neil Road Singapore (088865),"Bar, Australian, All-Day Breakfast, Vegetarian Friendly",The Lokal,1.2783744,103.8408913,31
762,"68 Orchard Road #03-01/02,Plaza Singapura Singapore (238839)","American, Chinese, Seafood",Lokkee,1.3007882,103.8447839,38
763,22 Ann Siang Road Singapore (069702),International,Lolla,1.2810553,103.8456513,4
764,15 Duxton Road Singapore (089481),"Bar, International, Burgers",Lombardo's Singapore,1.2797794,103.8434123,31
765,25 Dempsey Road Singapore (249670),"Chinese, Seafood, Local",Long Beach @ Dempsey,1.3063069,103.8119617,20
766,60 Robertson Quay#01-14The Quayside Singapore (238252),"Chinese, Seafood, Local, Dim Sum",Long Beach @ Robertson Quay,1.2900873,103.8353025,0
767,18 Hong Kong Street Singapore (059661),"Chinese, Seafood, Local, Steamboat",LongQing,1.2878181,103.8472931,24
768,"331 North Bridge Road, Odeon Towers Singapore (188720)","Bar, Local, Southeast Asian",Loof,1.2962396,103.8532832,16
769,85 Circular Road#01-01Singapore (049437),"Bar, Vegetarian Friendly, Mexican",Los Amigos Taqueria,1.2874271,103.8488084,24
770,76A Duxton Road Level 2Singapore (089535),French,The Lounge Bar,1.2782996,103.8431688,31
771,29 Boon Tat Street Singapore (069624),"Bar, French",LQV Le Quinze Vins,1.2812057,103.8486065,4
772,32 Bussorah Street Singapore (199450),Middle Eastern,Lubnan Authentic Lebanese Cuisine,1.301653,103.859825,8
773,15 Duxton Hill Singapore (089598),Mexican,Lucha Loco,1.2788001,103.8427067,31
774,20 Cross Street#01-36China Square Central Singapore (048422),"Modern European, Italian, Pizza",LUKA @ Cross Street Exchange,1.283775,103.8474967,4
775,18 Tanjong Pajar Road Singapore (088441),"Modern European, Italian, Pizza",LUKA @ Tanjong Pagar,1.2799741,103.843828,31
776,50 South Bridge Road#1-00CMO Building Singapore (058682),Modern European,Lumo,1.2876212,103.8481877,24
777,501 Orchard Road#01-K2Wheelock Place Singapore (238880),"All-Day Breakfast, British, Vegetarian Friendly, Cafe",M&S Café (Wheelock Place),1.3047145,103.8305375,11
778,32 Beach Road The NCO Club Singapore (189764),"Chinese, Seafood, Dim Sum",Madame Fan,1.2940932,103.8550067,16
779,26 Tai Seng Street#01-02Singapore (534057),Chinese,Made In Orient by Chef Avenue,1.3355054,103.8892064,2
780,Blk 44 Jalan Merah Saga#01-60 Chip Bee Gardens Holland Village Singapore 278116,Italian,Madrinaa Italiano,1.3113911,103.7965864,9
781,55 Keong Saik Road#01-06Singapore (089158),"Modern European, French",Mag's Wine Kitchen,1.2806857,103.8414578,31
782,123 Telok Ayer Street Singapore (068592),"Korean, Seafood, Vegetarian Friendly, BBQ",Magal BBQ (마포갈매기),1.2811642,103.8480812,4
783,391 Orchard Road#05-31Ngee Ann City Singapore (238878),"Japanese, Steakhouse, BBQ",Magosaburo,1.3025572,103.834568,11
784,41 Boat Quay Singapore (049830),Indian,Maharajah,1.2865493,103.849507,24
785,"18 Marina Gardens Drive #01-10Below Flower Dome, Gardens By The Bay Singapore (018953)","Chinese, Seafood, Local, Dim Sum, Zi Char",Majestic Bay Seafood Restaurant,1.2815683,103.8636132,49
786,5 Straits View#04-01Marina One The Heart Singapore (018935),"Chinese, Dim Sum",Majestic Restaurant,1.2779663,103.8528486,49
787,4190 Ang Mo Kio Ave 6 #02-02Broadway Plaza Singapore (569841),Bar,Major 99,1.3719561,103.8459506,10
788,277 Orchard Road#10-01Hotel Jen Orchardgateway Singapore (238858),"International, Seafood, All-Day Breakfast, Local",Makan@Jen,1.300864,103.8388283,38
789,71 Bussorah Street Singapore (199484),Cafe,The Malayan Council (Bussorah Street),1.3008556,103.8599303,8
790,22 Dunlop Street Singapore (209350),"Fusion, Vegetarian Friendly, Cafe",The Malayan Council (Dunlop),1.304478,103.854094,8
791,10 Winstedt Road#01-27Singapore (227977),"Fusion, Vegetarian Friendly",The Malayan Council (Winstedt),1.3093609,103.841643,11
792,6 Raffles Boulevard#01-07/08Marina Square Singapore (039594),Bar,malts,1.2911534,103.8576778,12
793,80 Middle Road Level 2Inter Continental Singapore Singapore (188966),"Chinese, Dim Sum",Man Fu Yuan,1.2983644,103.8549173,16
794,1 Keong Saik Road#01-01Singapore (089109),Japanese,Man Man Japanese Unagi Restaurant (Delivery),1.2789177,103.8414072,31
795,1 Cuscaden Road Level 2Regent Singapore Singapore (249715),"American, Bar, Seafood",Manhattan,1.3046549,103.8249313,44
796,5 Magazine Road#01-01Central Mall Singapore (059571),Japanese,Manpei 万平,1.288485,103.8425587,34
797,39-40 Duxton Road Singapore (089503),"Italian, Seafood, South American",Marcy's,1.2787642,103.8435226,31
798,Blk 11 Dempsey Road#01-19Singapore (249673),"Vegetarian Friendly, Mexican",Margarita's Dempsey Hill,1.3043337,103.8099395,20
799,208 Telok Ayer Street Singapore (068642),"American, Bar, Seafood, Steakhouse, Cajun, Burgers",The Market Grill,1.2799688,103.8471269,4
800,100 Peck Seah Street#01-01Oasia Hotel Downtown Singapore (079333),"American, Local, Cafe",The Marmalade Pantry (Downtown),1.2758848,103.8444575,31
801,2 Orchard Turn#04-11AION Orchard Singapore (238801),"American, Cafe",The Marmalade Pantry (ION Orchard),1.3039288,103.8319512,11
802,8 Sinaran Drive#01-02/04Oasia Hotel Novena Singapore (307470),"American, Local, Cafe",The Marmalade Pantry (Novena),1.3200679,103.8445577,26
803,320 Orchard Road Lobby Level Singapore Marriott Tang Plaza Hotel Singapore (238865),International,Marriott Café,1.3052151,103.8329675,11
804,12 Gopeng Street#01-05Icon Village Singapore (078877),"Bar, Japanese, Fusion, Modern Asian",Maru Japanese Restaurant,1.2753013,103.8443917,31
805,116 Telok Ayer Street Singapore (068585),Japanese,MARUKYU,1.281985,103.8482364,4
806,86 Robertson Quay Singapore (238245),Japanese,Marusaya,1.2900394,103.8373405,34
807,23-24 Circular Road Singapore (049380),"Bar, Indian, Middle Eastern, Vegetarian Friendly, Mexican",The Mask,1.287175,103.8490811,24
808,290 Orchard Road#05-04Paragon Singapore (238859),Japanese,Matsukiya,1.3038699,103.8357982,11
809,15 Beach Road#01-01Beach Centre Singapore (189677),"Japanese, Seafood",Matsuya Dining,1.2958614,103.8555479,16
810,72 Bussorah Street Singapore (199485),"Middle Eastern, Seafood, Vegetarian Friendly, Halal Certified, Turkish",Maxim Grill Turkish Restaurant,1.3009011,103.8599624,8
811,500 Jalan Sultan#01-11Singapore (199020),"Indian, Vegetarian Friendly",Maya's Kitchen,1.3058549,103.8603848,8
812,56 Club Street Singapore (069431),"Bar, Italian",Mazzo Restaurant & Bar,1.282069,103.8457786,4
813,271 Bukit Timah Road#01-04Balmoral Plaza Singapore (259708),"American, Steakhouse, Burgers",Meat You Here,1.3165038,103.8353812,11
814,7 Fraser Street#01-27Duo Galleria Singapore (189356),"Bar, Steakhouse, Modern Asian",Meating Place,1.2992641,103.8579913,16
815,21 Campbell Lane Singapore (209894),"American, Bar, Steakhouse, BBQ",MeatSmith (Little India),1.305333,103.852458,45
816,167 Telok Ayer Street Singapore (068618),"American, BBQ",MeatSmith (Telok Ayer),1.280169,103.847458,4
817,34B Lorong Mambong Holland Village Singapore (277691),"Middle Eastern, Seafood, Vegetarian Friendly, Vegetarian",The Mediterranean Deli Turk,1.3118387,103.794617,9
818,2 Tampines Central 5#01-35Century Square Singapore (529509),Steakhouse,MediumRare by Saveur,1.3523888,103.9438567,15
819,24 Raffles Place#01-01Clifford Centre Singapore (048621),"Bar, Modern European, Steakhouse",MEDZS Bistro & Bar,1.2837979,103.8525104,49
820,37 East Coast Road Singapore (428755),"French, Italian, Fusion, Steakhouse, All-Day Breakfast, Cafe, Burgers, BBQ",Meet & Meat - Street Food,1.304804,103.902931,23
821,1 Pasir Ris Close#01-302/303Market Square @ Downtown East E!Avenue Singapore (519599),"Chinese, Seafood",Melben Seafood Restaurant,1.3778367,103.9550988,47
822,44A Prinsep Street Singapore (188674),"American, All-Day Breakfast, Cafe, Pizza",Meld's Boba Cafe,1.299575,103.849636,45
823,5 Raffles Avenue The Mandarin Oriental Singapore (039797),"Buffet, International",Melt Cafe,1.2908185,103.8582972,12
824,1 Keong Saik Road Singapore (089109),"Japanese, Korean, Fusion, Modern Asian",Meta Restaurant,1.2789177,103.8414072,31
825,60 Stevens Road Singapore (257854),"Buffet, Chinese, International, Local, Cafe",Metropolitan YMCA Singapore,1.3164696,103.8266074,44
826,10 Scotts Road Grand Hyatt Singapore (228211),"Bar, Chinese, Japanese, Thai, International, Seafood, Steakhouse, Vegetarian Friendly, Local",Mezza9,1.3065838,103.8331003,11
827,60 Robertson Quay#01-12Singapore (238252),Japanese,Mikoto Singapore,1.2903566,103.8394691,34
828,80 Bras Basah Road Level 3Fairmont Singapore Singapore (189560),"Seafood, Vegetarian Friendly, BBQ",Mikuni,1.293396,103.8534619,16
829,3A River Valley Road Level 2Singapore (179020),"Chinese, Modern Asian",Mimi Restaurant,1.2901792,103.8450852,24
830,3 Pickering Street#01-31Nankin Row Singapore (048660),Japanese,Miraku,1.2847536,103.8478027,4
831,5 Stadium Walk#01-40Kallang Leisure Park Singapore (397693),"Japanese, Italian, Fusion, Pizza",Miryoku Bistro,1.3022222,103.8763889,37
832,12 Marina Boulevard#02-08Marina Bay Financial Centre Tower 3Singapore (018982),Japanese,Misaki Japanese Restaurant,1.2790221,103.8544967,49
833,8 Raffles Avenue01-10/12Esplanade Singapore (039802),"Bar, Burgers, BBQ",Mischief,1.289521,103.8559327,12
834,31 Ocean Way#01-07Quayside Isle Sentosa Cove Singapore (098375),"Bar, Italian, All-Day Breakfast, Greek, Vegetarian Friendly, Cafe",Miska Cafe (Sentosa),1.2476808,103.8420723,29
835,62 Ubi Road 1Level 11 Rooftop Oxley Bizhub 2Singapore (408734),"Chinese, Japanese, Italian, Steakhouse, Dim Sum",Mister Wu (HQ),1.3319006,103.8917054,2
836,21 Duxton Road Singapore (089487),"Japanese, Seafood",Mitsu Sushi Bar,1.2794901,103.8433973,31
837,"6 Eu Tong Sen Street #03-88,The Central Singapore (059817)",Japanese,Mitsuba Japanese Restaurant,1.289265,103.846356,24
838,270 Orchard Road Grand Park Orchard Singapore (238857),"Chinese, Dim Sum",Mitzo Restaurant & Bar,1.3035171,103.836278,11
839,74 Duxton Road Singapore (089533),Japanese,Miyu,1.2782543,103.8431378,31
840,6 Stanley Street#01-01Singapore (068725),"Middle Eastern, Vegetarian Friendly",Miznon,1.279986,103.847797,4
841,391 Orchard Road #05-32Ngee Ann City Podium Block Singapore (238872),Japanese,Mizuki,1.3026565,103.8345677,11
842,41 Hong Kong Street #01-01Singapore,Japanese,Mizume,1.2873792,103.847527,24
843,11 Cavan Road#01-04Cavan Suites Singapore (209848),Japanese,Mizuya,1.3109164,103.8613657,8
844,5 Raffles Avenue The Mandarin Oriental Singapore (039797),Bar,MO BAR,1.2908185,103.8582972,12
845,207 River Valley Road#01-58UE Square River Wing Singapore (238275),"Bar, Japanese",MoboMoga,1.2928434,103.8419958,34
846,2 Tessensohn Road#03-01Khalsa Association Singapore (217646),Indian,Moghul Mahal Restaurant,1.31652,103.85713,8
847,25 Boon Tat Street#02-01Singapore (069622),"Bar, Chinese",Mona Lounge,1.2813178,103.8486311,4
848,30 Robertson Quay#01-02A/03Riverside View Singapore (238251),"Bar, Italian, Vegetarian Friendly",Mondo Mio Italian Restaurant & Bar,1.291333,103.8414166,34
849,59 Duxton Road Singapore (089523),"Japanese, Italian",Monte Risaia,1.2779341,103.8433102,31
850,82 Collyer Quay The Fullerton Pavilion Singapore (049327),"Modern European, Italian",Monti,1.2846535,103.8539926,49
851,1 Maju Ave#01-09/10my Village@Serangoon Garden Singapore (556679),"Japanese, Fusion",Monzen@Gardens,1.3650699,103.8652075,10
852,103 Amoy Street Singapore (069923),"Bar, Southeast Asian, Modern Asian",Moonstone,1.2816642,103.847402,4
853,"110 Telok Ayer Street,Singapore (068579)",Modern European,Moosehead Kitchen and Bar,1.2820635,103.8482734,4
854,73 Circular Road#01-01Singapore (049427),"Chinese, Local",MooTeow Chilli Beef Kway Teow,1.2866106,103.8489358,24
855,100 Tras Street#01-04100 AM Singapore (079027),"Bar, Italian, Cafe",Morettino Italian Café & Bistro,1.2750063,103.8435656,31
856,3 Temasek Boulevard#01-645/646Suntec City Singapore (038983),"American, Bar, Australian, BBQ",Morganfield's Suntec City,1.2943939,103.8602506,12
857,25 Dempsey Road#01-04Singapore (249670),Fusion,Morsels,1.3063069,103.8119617,20
858,5 Raffles Avenue4th Floor Mandarin Oriental Singapore Singapore (039797),"American, Bar, Steakhouse, Vegetarian Friendly, Cajun",Morton's The Steakhouse,1.2908185,103.8582972,12
859,"3A River Valley Road #01-01A,Clarke Quay Singapore (179020)","Italian, Vegetarian Friendly",Motorino,1.2902826,103.8451049,24
860,38 Maxwell Road#01-01Air View Building Singapore (069116),"Chinese, Seafood, Vegetarian Friendly, Dim Sum, Zi Char",Mouth Restaurant,1.2788889,103.8450403,31
861,8 Shenton Way#B1-24AXA Tower Singapore (068811),"Indian, Vegetarian Friendly, Local",Mr Biryani,1.2757877,103.8472211,31
862,42 Smith Street Singapore (058956),"Chinese, Local, Steamboat",Mr Lion HotPot,1.2827489,103.8436611,4
863,3D River Valley Road#01-04Clarke Quay Singapore (179023),Mexican,Muchos,1.2898252,103.8455401,24
864,83/84 Circular Road#01-01Singapore (049435),"Chinese, Fusion, Local",MxG Classics,1.2873385,103.848832,24
865,207 Balestier Road Singapore (329683),"American, Bar, All-Day Breakfast, Vegetarian Friendly, Cafe, Pizza, Burgers",MY Cafe & Bar,1.3210106,103.8525798,26
866,"54 Boat Quay,Singapore (049843)",Spanish,My Little Spanish Place (Boat Quay),1.2872065,103.8493309,24
867,"619 Bukit Timah Road, Singapore (269720)",Spanish,My Little Spanish Place (Bukit Timah),1.3244916,103.8093134,30
868,14 Ann Siang Road Singapore (069694),"Bar, Spanish",My Little Tapas Bar,1.2812521,103.8455394,4
869,82 Club Street Singapore (069450),"Bar, Japanese, Vegetarian Friendly",Naga Imo,1.2819632,103.845599,4
870,"9 Raffles Place Level 1 & 2, (Walk in via Distrii Main Entrance)Republic Plaza 1Singapore (048619)","Chinese, Fusion, Local, Zi Char",Nalati Restaurant & Events,1.2831532,103.8511017,49
871,"22 Orange Grove Road Level 3Valley Wing, State Room Shangri-La Hotel Singapore (258350)",Japanese,NAMI,1.3112195,103.8263306,44
872,500 Jalan Sultan#01-10Singapore,"Chinese, Seafood, Local",Nan Jing Restaurant,1.3056188,103.8603467,8
873,8 Enggor Street#01-04Singapore (079718),Japanese,Nanami Izakaya,1.2744995,103.8447681,31
874,133 New Bridge Road#02-40Chinatown Point Singapore (059413),"Japanese, Vegetarian Friendly",Nanbantei Japanese Restaurant (Chinatown Point),1.2852093,103.8447228,4
875,"14 Scotts Road #05-132,Far East Plaza Singapore (228213)","Japanese, Vegetarian Friendly",Nanbantei Japanese Restaurant (Far East Plaza),1.3070083,103.8333386,11
876,68 Orchard Road#04-46Plaza Singapura Singapore (238839),"Chinese, Dim Sum",Nanjing Impressions,1.3005317,103.8452356,38
877,206 Telok Ayer Street Singapore (068641),"Bar, Modern European, French",Napoleon Food & Wine Bar,1.2800209,103.8471631,4
878,"10 Tampines North Drive 4#01-05JTC Space, Tampines Food Co Kitchen 14Singapore 528553",Local,Nasi Nuri (Delivery),1.365726,103.9320521,15
879,56 Tanglin Road#01-03Tanglin Post Office Singapore (247964),"American, Seafood, All-Day Breakfast, Cafe, Pizza, Burgers",Nassim Hill Bakery Bistro Bar,1.305515,103.8229623,44
880,1 St Andrews Road#02-01Singapore (178957),"Local, Peranakan",National Kitchen by Violet Oon (National Gallery),1.2902701,103.8517658,24
881,10 Artillery Avenue#02-02Village Hotel at Sentosa Singapore (099951),"International, Local",Native Kitchen,1.2523958,103.8201982,14
882,36 Carpenter Street#01-01Singapore (059915),Japanese,Neon Pigeon,1.2880169,103.8477094,24
883,282B Jalan Besar Singapore (208945),"Chinese, Fusion, Vegetarian",New Fut Kai Vegetarian 新佛界素食,1.3105001,103.8587338,8
884,30 Victoria Street#02-01B/CCHIJMES Singapore (187996),"Seafood, Vegetarian Friendly, Local, Zi Char",New Ubin CHIJMES,1.2953653,103.852459,16
885,18 Tampines Industrial Crescent#01-16Singapore (528605),"Seafood, Local, Zi Char",New Ubin Tampines,1.3753869,103.930532,47
886,16 Ah Hood Road Ramada by Wyndham Singapore at Zhongshan Park Singapore (329982),"Seafood, Vegetarian Friendly, Local, Zi Char",New Ubin Zhongshan Park,1.3270456,103.8465073,26
887,699 East Coast Road Singapore,Spanish,Next Door Spanish Cafe,1.311731,103.922229,6
888,77 Boat Quay Singapore (049865),"Chinese, Steamboat, BBQ",Ni Pang Zi Grilled Fish,1.2882587,103.8491949,24
889,275 Thomson Road#01-01Novena Regency Singapore (307645),"American, Australian, British, Cafe, Pizza, Burgers",Nickeldime Novena,1.3209485,103.8417736,26
890,47 Duxton Road Singapore (089511),Japanese,Niku Katsumata,1.278464,103.8434019,31
891,131 East Coast Road Singapore (428816),"Bar, All-Day Breakfast, Cafe",Ninethirty by Awfully Chocolate,1.3061279,103.904984,23
892,8 Raffles Avenue#01-14/16Esplanade Mall Singapore (039802),"Chinese, Seafood, Local",No Signboard Seafood (Esplanade Mall),1.2891594,103.855659,12
893,1 Harbourfront Walk#03-02Vivo City Singapore (098585),"Chinese, Seafood, Vegetarian Friendly, Dim Sum",No Signboard Seafood (VivoCity),1.2644023,103.8225522,40
894,"109 North Bridge Road#07-38/39Funan Mall Singapore (179097)(Lift Lobby A, near North Bridge Road entrance)","Japanese, Vegetarian Friendly",NOKA by Open Farm Community,1.3010137,103.8577387,8
895,70 Telok Ayer Street Singapore (048458),"Modern European, Fusion, Modern Asian",The Nomads,1.2830095,103.848872,4
896,327 Beach Road Singapore (199560),"Thai, Vegetarian Friendly",Noodle Thai Thai Kitchen @ Beach Road,1.3012613,103.8611825,8
897,8 Raffles Avenue#01-13B Esplanade Mall Singapore (039802),"Fusion, Local, Cafe",Noosh Noodle Bar and Grill,1.2895133,103.8563984,12
898,269 Beach Road Singapore (199546),"French, Fusion, Vegetarian Friendly",NOX - Dine in the Dark,1.3006257,103.8601877,8
899,9 Raffles Boulevard#02-06Millenia Walk Singapore (039596),Japanese,Nozomi by Yoshi,1.2920715,103.859851,12
900,9 Raffles Boulevard02-06Millenia Walk Singapore,Mon-Sun: 12:30-9pm,Nozomi by Yoshi (Delivery),1.2920715,103.859851,12
901,10A Ann Siang Hill Singapore (069789),Bar,Nutmeg & Clove,1.2814135,103.8454703,4
902,273 Thomson Road#01-06Novena Gardens Singapore (307644),"Steakhouse, Modern Asian",O'maJ (Previously Pasta J),1.3205039,103.8420743,26
903,Grand Hyatt Singapore10 Scotts Road Level 5Terrace Wing Singapore (228211),"American, Bar, Buffet, International, Seafood, Vegetarian Friendly",Oasis Restaurant,1.3065838,103.8331003,11
904,809 French Road#1-50Singapore (200809),"All-Day Breakfast, Dessert Only",Oberstrasse,1.3084036,103.8622518,8
905,22 Sentosa Gateway#B1-455/456Resorts World Singapore Singapore (098136),Seafood,Ocean Restaurant,1.2581647,103.8175942,40
906,249 Sembawang Road Singapore (758352),"Bar, Local, BBQ",Oceanspoon Dining (Sembawang Country Club),1.4063019,103.8196099,39
907,562 Serangoon Road Singapore (218178),"Fusion, Seafood, Local",Ohana,1.3143382,103.8577003,8
908,46 Siloso Beach Walk Singapore (099005),"Bar, Vegetarian Friendly",Ola Beach Club,1.2531005,103.8154224,14
909,"12 Marina Boulevard #01-06,Marina Bay Financial Centre Tower 3,Singapore (018982)",Spanish,OLA Cocina Del Mar,1.2790221,103.8544967,49
910,127 Owen Road Singapore (218931),"All-Day Breakfast, Cafe",Old Hen Kitchen,1.3140059,103.8526427,8
911,10 Sinaran Drive#02-80Square 2Singapore (307506),"Chinese, Vegetarian Friendly, Dim Sum",Old Hong Kong Kitchen (Novena),1.3208322,103.8441474,26
912,11 Tanjong Katong Road#02-21Kinex Mall Singapore (437157),"Chinese, Vegetarian Friendly, Dim Sum",Old Hong Kong Kitchen (Paya Lebar),1.3147221,103.8947554,42
913,8 Raffles Ave#02-25Esplanade Mall Singapore (039802),"Vegetarian Friendly, Local, Cafe",Old School Delights (Esplanade),1.2896256,103.8562224,12
914,30 Selegie Road#01-01Selegie Arts Centre Singapore (188351),"International, Local, Cafe",The Old Straits Cafe,1.300122,103.849856,45
915,55 Keong Saik Road#01-03Singapore (089158),"Spanish, International",Olivia Restaurant & Lounge,1.2806857,103.8414578,31
916,190 Orchard Boulevard Lobby Level Four Seasons Hotel Singapore Singapore (248646),"Buffet, International, Vegetarian Friendly, Local",One-Ninety,1.3052778,103.8283333,44
917,190 Orchard Boulevard Four Seasons Hotel Singapore Singapore (248646),"Bar, International, Vegetarian Friendly",One-Ninety Bar,1.3052778,103.8283333,44
918,7 Dunlop Street Singapore (209337),"Buffet, Chinese, Steamboat",Onepot Steamboat Buffet,1.30421,103.854377,8
919,8 Jalan Legundi Singapore (759274),"Bar, Malaysian, Fusion, Vegetarian Friendly, Local",Oops Bistro & Bar,1.441594,103.823693,43
920,130E Minden Road Singapore (248819),"Modern European, Fusion, British, Vegetarian Friendly, Local, Cafe",Open Farm Community,1.3058732,103.8155189,20
921,991B Alexandra Road#01-10Singapore (119970),"Bar, Modern Asian",OPIO Kitchen & Bar (formerly known as Blue Lotus Kitchen & Bar),1.291195,103.8198244,0
922,2 Jurong East Central 1#03-10J Cube Singapore (609731),"Buffet, Korean, BBQ",OPPA Korean BBQ Buffet (Jurong East-JCube),1.33331,103.7401992,3
923,581 Orchard Road Hilton Singapore Singapore (238883),"Bar, International, Steakhouse, Vegetarian Friendly",Opus Bar & Grill,1.305891,103.82942,44
924,22 Orange Grove Road Lobby Level Shangri-La Hotel Singapore Singapore (258350),"Bar, Modern European, Australian, International, Seafood, Steakhouse, Vegetarian Friendly",Origin Grill,1.3112195,103.8263306,44
925,"Blk 43 #01-62 Jalan Merah Saga, Chip Bee Gardens Singapore 278115","Italian, Middle Eastern, Greek, Vegetarian",Original Sin,1.310805,103.796499,9
926,96 Somerset Road#01-01Pan Pacific Serviced Suites Singapore (238163),"Fusion, All-Day Breakfast, Vegetarian Friendly, Cafe, Pizza, Burgers",Oriole Coffee + Bar,1.3009188,103.8377695,38
927,2 Temasek Boulevard Conrad Centennial Hotel Singapore (038982),"Buffet, International",Oscar's,1.2932404,103.8587623,12
928,3 Temasek Boulevard#01-510/511Suntec City Mall Tower 1Singapore (038983),"Bar, Fusion, Local, Pizza",OSG Music Bar + Kitchen,1.29503,103.8583026,12
929,26 Sentosa Gateway#02-140/141Resorts World Sentosa Singapore (098138),"Australian, Steakhouse",Osia Steak & Seafood Grill,1.255179,103.8218107,14
930,28 Ann Siang Road Singapore (069708),Bar,The Other Roof,1.2807255,103.8457872,4
931,320 Orchard Road Singapore Marriott Tang Plaza Hotel Singapore (238865),Bar,The Other Room,1.3052364,103.8325395,11
932,32 Maxwell Road#01-02/03Maxwell Chambers Singapore (069115),"Modern European, Italian",OTTO Ristorante,1.2770184,103.8463762,31
933,277 Orchard Road#04-01Orchard Gateway Singapore (238858),"Australian, Steakhouse, Burgers",Outback Steakhouse,1.3009584,103.8389111,38
934,1 Fullerton Road#01-06One Fullerton Singapore (049213),"American, Bar, All-Day Breakfast, Burgers",OverEasy (One Fullerton),1.2861349,103.8539595,49
935,1 Magazine Road#01-06Central Mall Singapore (059567),"American, Bar, Seafood",Oyster Co. (Magazine Road),1.2883359,103.8422525,34
936,"88/90 Telok Ayer Street, Far East Square Singapore (048470)","Indonesian, Halal Certified",Pagi Sore (Far East Square),1.2826525,103.8486831,4
937,"1 Fullerton Road, #01-09One Fullerton, Singapore (049213)","Chinese, Seafood, Local, Zi Char",Palm Beach Seafood Restaurant,1.2864442,103.8542578,49
938,163 Tanglin Road#02-23Tanglin Mall Singapore (247933),"Italian, International, Middle Eastern, Seafood, Steakhouse, Greek, Vegetarian Friendly, Pizza, Mediterranean","Pano Kato Grill, Pizza & Deli",1.3048533,103.8236186,44
939,5 Changi Business Park Central 1#B1-26/27Changi City Point Singapore (486038),"Vietnamese, Vegetarian Friendly",Paper Rice Vietnamese Kitchen,1.334638,103.9623868,35
940,30 Victoria Street#01-15/16CHIJMES Singapore (187996),"American, Bar, Fusion",Paprika & Cumin,1.2976493,103.8532984,16
941,1 Cuscaden Road Lobby Regent Singapore Singapore (249715),"Bar, Fusion, Local",Park90,1.3047203,103.8248939,44
942,14 Haji Lane Singapore (189207),"Middle Eastern, Turkish",Pasha Mezza and Grill,1.300461,103.859393,8
943,11 Craig Road Singapore (089671),"Italian, Vegetarian Friendly",Pasta Brava,1.2777219,103.842684,31
944,30 Boat Quay Singapore (049819),"Bar, Italian",Pasta Fresca Da Salvatore (Boat Quay),1.2860673,103.8498748,24
945,1 Fifth Avenue#01-02Guthrie House Singapore (268802),"Bar, Italian, Vegetarian Friendly",Pasta Fresca Da Salvatore (Bukit Timah),1.3308419,103.7956357,17
946,9 Upper East Coast Road#01-01Singapore (455203),"Bar, Italian",Pasta Fresca Da Salvatore (Siglap),1.312946,103.925502,6
947,43 Craig Road Singapore (089681),"Italian, Vegetarian Friendly",Pastaria Abate (Tanjong Pagar),1.2781083,103.8420323,31
948,163 Tanglin Road#03-14Tanglin Mall Singapore (247933),"Thai, International, Vegetarian Friendly",Patara Fine Thai Cuisine,1.3048533,103.8236186,44
949,9 Raffles Boulevard#01-01Millenia Walk Singapore (039596),German,Paulaner Bräuhaus,1.2930767,103.8582873,12
950,78 Airport Boulevard#B1-243Jewel Changi Airport Singapore (819666),"Bar, All-Day Breakfast, Cafe",Pazzion Cafe,1.3602082,103.9897593,21
951,133 New Bridge Road#02-36Chinatown Point Singapore (059413),"Chinese, Vegetarian Friendly, Dim Sum",Peach Garden (Chinatown Point),1.2852093,103.8447228,4
