,Address,Cusines,Restaurant,Latitude,Longitude,Clusters
571,163 Tanglin Road#03-17Tanglin Mall Singapore (247933),"Modern European, Greek",House of AnLi Bistro,1.305035,103.823981,44
572,21 Arab Street Singapore (199844),"Vegetarian Friendly, BBQ, Turkish",House of Kebab,1.3003495,103.8597744,8
573,3A River Valley Road#A2-02Clarke Quay Singapore (179020),"Chinese, Seafood, BBQ",House of Seafood (Clarke Quay),1.289583,103.8450571,24
574,3 Punggol Point Road#01-01/02The Punggol Settlement Singapore (828694),"Chinese, Seafood, Local, Dim Sum, Zi Char",House of Seafood (Punggol Point),1.4209159,103.9118806,1
575,1 Kim Seng Promenade #01-K101 & #02-K103 Singapore,"Fusion, International",House on the Moon,1.2937233,103.8318946,0
576,"442 Orchard Road Orchard Hotel Singapore, Level 2Singapore (238879)",Chinese,Hua Ting,1.3075,103.8286111,44
577,23 Baghdad Street Singapore (199662),"Middle Eastern, Vegetarian Friendly",Hummus & Grill,1.3011848,103.8597741,8
578,18 Bukit Pasoh Road Singapore (089832),"Bar, Seafood, Vegetarian Friendly",Humpback,1.2790902,103.840797,31
579,3D River Valley Road#01-07Singapore (179023),Chinese,Hutong,1.2958763,103.8397125,38
580,252 North Bridge Road B1-74Raffles City Shopping Centre Singapore (179103),"Korean, BBQ",Hyang-To-Gol Korean Restaurant (Raffles City),1.293548,103.853679,16
581,674 North Bridge Road#01-01Singapore (188804),"Cafe, Burgers",I am... (Haji Lane),1.3016511,103.8584528,8
582,76a Duxton Road Singapore (089535),Bar,IB HQ Singapore,1.2782996,103.8431688,31
583,2 Kovan Road#01-10Simon Plaza Singapore (548008),"Cafe, Modern Asian",Ice Edge Cafe (Kovan),1.3620806,103.8852713,36
584,21 Media Circle#01-05Singapore (138562),"American, Bar, Buffet, Fusion, Burgers",Idle @ Infinite Studios,1.2922144,103.7945491,27
585,581 Orchard Road Level 3Hilton Hotel Singapore (238883),"International, Vegetarian Friendly",Iggy's,1.305891,103.82942,44
586,"9 North Buona Vista Drive, #01-06/07Singapore (138588)",Japanese,IKKI Izakaya,1.3057338,103.7918068,9
587,581 Orchard Road Level 24Hilton Singapore Singapore (238883),"Italian, Vegetarian Friendly",il Cielo,1.3059187,103.8293246,44
588,215 South Bridge Road Singapore (058764),"Chinese, Steamboat",Imperi Health Pot,1.2829497,103.8458899,4
589,30 Stevens Road#01-04/05Singapore (257840),Italian,In Piazza,1.3139157,103.8284694,44
590,27 Upper East Coast Road Singapore (455211),"Indian, Vegetarian Friendly",Indian Curry House (Siglap),1.3130881,103.9263173,6
591,49 Boat Quay Singapore (049838),"Indian, Vegetarian Friendly",Indian House (49 Boat Quay),1.2869596,103.8493865,24
592,1 Scotts Road#03-09Shaw Centre Singapore (228208),Peranakan,Indigo Blue Kitchen,1.3062932,103.8318472,11
593,28 Keong Saik Road Singapore (089135),"Bar, Buffet, Indian, Vegetarian Friendly",Indline Restaurant,1.2802067,103.8416919,31
594,35 Scotts Road Singapore (228227),"Vegetarian Friendly, Peranakan",Indocafe - The White House,1.3110536,103.8354912,11
595,30 Victoria Street#01-21/22Singapore (187996),"Bar, Thai, Vietnamese, Fusion, Local, Southeast Asian",IndoChine (CHIJMES),1.2949219,103.8526895,16
596,4 Hillview Rise#02-01Hill V2Singapore (667979),"Bar, Italian, Vegetarian Friendly, Pizza",iO Italian Osteria Singapore,1.3629834,103.7645009,48
597,17B Dempsey Road Singapore (249676),Japanese,Ippoh Tempura Bar,1.3056641,103.8102429,20
598,1 Kim Seng Promenade#01-123Great World City Singapore (237994),Japanese,Issho Izakaya (Great World City),1.2936417,103.8319293,0
599,17 Baghdad Street Singapore (199656),"Middle Eastern, Greek",Istanblue Meze & Grill Turkish Restaurant,1.3012406,103.8595939,8
600,2 Jurong East Central 1#04-19J Cube Singapore (609731),"Japanese, Halal Certified",Isuramuya Japanese Restaurant and Marketplace,1.33331,103.7401992,3
601,190 Middle Road#03-01Fortune Centre Singapore (188979),Japanese,Izakaya Hikari,1.3004744,103.8520542,45
602,27 Club Street Singapore (069413),"Bar, Local, Southeast Asian, Modern Asian",Izy Fook,1.2824263,103.846543,4
603,81 Anson Road Level 9M Hotel Singapore Singapore (079908),"American, Bar",J Bar,1.273767,103.8450399,31
604,1A Cuscaden Road Level 1Hotel Jen Tanglin Singapore Singapore (249716),"Buffet, Chinese, Malaysian, International, Seafood, All-Day Breakfast, Local, Southeast Asian",J65 @ Hotel Jen Tanglin,1.304358,103.82392,44
605,"1 Fullerton Square, Singapore (049178)",Chinese,Jade,1.2862279,103.8530525,49
606,384 East Coast Road Singapore (428988),"Modern European, Spanish, Vegetarian Friendly",Jag Wine,1.3087041,103.9114684,23
607,583 Orchard Road#01-01/04Forum The Shopping Mall Singapore (238884),"Bar, Italian, Vegetarian Friendly",Jamie's Italian (Forum),1.3061111,103.8286111,44
608,74 Neil Road Singapore (088839),"Bar, Fusion, Local, Modern Asian",Jekyll & Hyde,1.2798303,103.8424746,31
609,1 Farrer Park Station Road#01-14/15/16One Farrer Hotel Connexion Singapore (217562),"Chinese, Seafood, Vegetarian Friendly, Local, Dim Sum",Jia He Chinese Restaurant,1.3125457,103.8543732,8
610,6 Raffles Boulevard#03-128Marina Square Singapore (039594),"Chinese, Vegetarian Friendly, Local, Southeast Asian, Modern Asian",Jia He Xing Dumpling 嘉合兴,1.2911534,103.8576778,12
611,50 East Coast Road Roxy Square Singapore,"Chinese, Vegetarian Friendly, Local",Jia Wei Chinese Restaurant,1.3039864,103.9043811,23
612,8 Raffles Avenue#02-14Esplanade Mall Singapore (039802),Chinese,Jiak Modern Tzechar (Esplanade),1.2893743,103.8558855,12
613,4 Hillview Rise#02-04Hillv2Singapore (667979),"Chinese, Malaysian, Seafood, Vegetarian Friendly, Local, Halal Certified, Zi Char",Jiak Modern Tzechar (Hillview),1.363354,103.7643204,48
614,190 Orchard Boulevard Level 2Four Seasons Hotel Singapore Singapore (248646),"Chinese, Seafood, Dim Sum",Jiang-Nan Chun Restaurant,1.3052778,103.8283333,44
615,165 Tanjong Pagar Road Amara Singapore Singapore (088539),Bar,Jigger & Pony,1.2747537,103.8435337,31
616,45 Minden Road Singapore (248817),Thai,Jim Thompson Thai Restaurant and Wine Bar,1.3055206,103.8155129,20
617,9 King Albert Park#01-27Singapore (598332),Japanese,Jimoto Dining,1.3370239,103.7794324,17
618,76 Telok Ayer Street#01-02Amoy Hotel Singapore (048464),Japanese,Jin Fine Dining,1.2829731,103.8487244,4
619,"1 Fullerton Road, #01-02/03, One Fullerton, Singapore (049213)","Chinese, Seafood, Local, Dim Sum, Zi Char",JING Seafood Restaurant,1.2856406,103.8539179,49
620,1 Scotts Road#02-19/20Shaw Centre Singapore (228208),"Bar, Japanese, BBQ",Jinjo,1.3064372,103.8316534,11
621,5 Tan Quee Lan Street Singapore (188094),"Bar, Korean, Vegetarian Friendly",Joo Bar,1.2981769,103.8569231,16
622,391A Orchard Road#02-13Takashimaya Singapore (238873),"American, Vegetarian Friendly, Halal Certified, Cafe, Pizza",JTSH Cafe,1.3025572,103.834568,11
623,Block 11 Dempsey Road#01-16Singapore (249673),"Chinese, Seafood, Local, Zi Char",JUMBO Seafood (Dempsey Hill),1.3043337,103.8099395,20
624,Blk 1206 East Coast Parkway#01-07/08East Coast Seafood Centre Singapore (449883),"Chinese, Seafood, Local, Zi Char",JUMBO Seafood (East Coast Seafood Centre),1.3051669,103.930673,6
625,2 Orchard Turn#04-09/10ION Orchard Singapore (238801),"Chinese, Seafood, Local, Dim Sum",JUMBO Seafood (ION Orchard),1.3039288,103.8319512,11
626,"78 Airport Boulevard#03-202, 203 & 204Jewel Changi Airport Singapore (819666)","Chinese, Seafood, Local",JUMBO Seafood (Jewel Changi Airport),1.3583193,103.9889212,21
627,30 Merchant Road#01-01/02Riverside Point Singapore (058282),"Chinese, Seafood, Local, Zi Char",JUMBO Seafood (Riverside Point),1.2889419,103.8446997,24
628,20 Upper Circular Road#B1-48The Riverwalk Singapore (058416),"Chinese, Seafood, Local, Zi Char",JUMBO Seafood (The Riverwalk),1.2891375,103.8483462,24
629,20 Biopolis Way#01-01Centros Singapore (138668),"Korean, BBQ",Jun BBQ & Beer,1.3037881,103.7921115,9
630,"2 Orchard Turn Level 56, ION Sky Singapore (238801)","Malaysian, Fusion, Local, Cafe, Burgers",Jurassic World Cafe Singapore,1.304052,103.831767,11
631,2 Bayfront Avenue L1-83The Shoppes at Marina Bay Sands Singapore (018972),"Chinese, Local, Modern Asian",JustIN Flavours of Asia,1.2837366,103.8591923,49
632,"78 Airport Boulevard#01-223,224/225Singapore (819666)",Japanese,JW360 Suju Masayuki Japanese Restaurant,1.3603912,103.989642,21
633,38A Martin Road#01-02Singapore (239072),"Japanese, Seafood",JYPSY Martin Road,1.2921214,103.8380038,34
634,"181 South Bridge Road#02-01Capri by Fraser, China Square Singapore (058743)","Buffet, Chinese, International, Seafood, All-Day Breakfast",JÙN Restaurant,1.2835222,103.8469123,4
635,2 College Road Singapore (169850),"Chinese, Vegetarian Friendly",Ka-Soh (Outram),1.2824347,103.836047,0
636,200A Telok Ayer Street Singapore (068638),"Bar, Japanese, Modern Asian",Kabuke,1.2802066,103.8471007,4
637,6 Raffles Boulevard#03-128A/128B Marina Square Singapore (039594),"Chinese, Seafood, Dim Sum",Kai Garden (Marina Square),1.2905266,103.8575364,12
638,78 Airport Boulevard#02-210Jewel Changi Airport Singapore (819666),Chinese,Kam's Roast (Jewel Changi Airport),1.3603912,103.989642,21
639,9 Scotts Road#01-04/05/06/07Pacific Plaza Singapore (228210),"Chinese, Southeast Asian",Kam's Roast (Pacific Plaza),1.3064965,103.8319905,11
640,30 Robertson Quay#01-54Singapore (238251),Japanese,Kan Sushi (Robertson Quay),1.291333,103.8414166,34
641,10 Anson Road#02-54International Plaza Singapore (079903),Japanese,Kan Sushi (Tanjong Pagar),1.2756998,103.8458098,31
642,40 Lorong Mambong Singapore (277695),Japanese,KANPAI Izakaya & Bar,1.311763,103.794398,9
643,617 Bukit Timah Road Singapore (269718),"American, Vegetarian Friendly, Cafe",KARA Cafe & Dessert Bar,1.3244258,103.8092981,30
644,15 Stamford Road#01-83Singapore (178905),"Japanese, Seafood",Katachi Style Sushi,1.2934493,103.8518286,16
645,25 Marine Parade Road Village Hotel Katong Level 4Singapore (449536),"Buffet, Chinese, Malaysian, Seafood, Local, Peranakan, Halal Certified",Katong Kitchen,1.3037177,103.9029408,23
646,1 Scotts Road#03-07Shaw Centre Singapore 228208,"Modern European, Local, Southeast Asian",Kausmo,1.3063434,103.8318606,11
647,25 Church Street#01-03Capital Square Singapore (049482),"Middle Eastern, Vegetarian Friendly",Kazbar,1.2840326,103.8484637,4
648,200 Turf Club Road#01-12 The Grandstand Singapore (287994),"Bar, Steakhouse, Cafe",Keef The Beef,1.3380084,103.7934418,17
649,Blk 211 Toa Payoh Lorong 8#01-11/15Singapore (310211),"Chinese, Seafood, Zi Char",Kelly Jie Seafood (Formerly TPY Mellben),1.340419,103.8537637,26
650,7 Raffles Boulevard Level 4Pan Pacific Singapore Singapore (039595),Japanese,Keyaki,1.2924176,103.8585852,12
651,166 Serangoon Road Singapore (218050),Indian,Khansama Tandoori Restaurant,1.3081446,103.8530341,8
652,87 Science Park Drive#02-01The Oasis Singapore (118260),Indian,Khansama Tandoori Village,1.2877321,103.7903725,27
653,29 Scotts Road Singapore (228224),Japanese,Ki-Sho,1.3106807,103.8346232,11
654,97 Duxton Road Singapore (089541),"Fusion, Vegetarian Friendly",Kilo Kitchen,1.2794847,103.8432495,31
655,31 Bukit Pasoh Road Singapore (089845),"Local, Southeast Asian, Peranakan",Kin,1.279295,103.840375,31
656,35 Circular Road Singapore (049391),"Bar, Thai, Seafood",Kin-D,1.2865665,103.8491271,24
657,24 Purvis Street Level 2Singapore (188601),"American, Bar, Cafe",King and the Pawn,1.296154,103.855399,16
658,11 Unity Street#01-18/29Robertson Walk Singapore (237995),"Bar, Modern European",King Ohmii,1.291844,103.8411449,34
659,17 Teck Chye Terrace Singapore (545724),"Buffet, Chinese, Seafood, Local, Steamboat",King's Laksa Steamboat,1.3532582,103.876565,36
660,70 Collyer Quay#02-02 Customs House Singapore (049323),"Bar, Japanese, Vegetarian Friendly",Kinki Restaurant,1.2824913,103.8534753,49
661,81 Tras Street Singapore (079020),"Bar, French, Fusion, International",Kinou,1.2773537,103.8443252,31
662,405 Havelock Road Level 3Furama River Front Singapore Singapore (169633),"Buffet, Indonesian, Halal Certified",Kintamani Indonesian Restaurant,1.28774,103.8359909,0
663,28 Stanley Street Singapore (068737),"All-Day Breakfast, Vegetarian Friendly, Local, Cafe",Kitchen by Food Rebel,1.2809429,103.848283,4
664,21 Ocean Way W Singapore Sentosa Cove Singapore (098374),"Buffet, International, Seafood",the kitchen table (W Singapore – Sentosa Cove),1.2462857,103.8423347,29
665,11 Cairnhill Road#01-01Ascott Orchard Singapore Singapore (229724),"Vegetarian Friendly, Cafe",Kith Cafe (Ascott Orchard),1.3032547,103.837268,38
666,619D Bukit Timah Road Singapore (269724),"Australian, Cafe",Kith Cafe (Bukit Timah),1.3244783,103.8092231,30
667,9 Raffles Boulevard#01-44/45Millenia Walk Singapore (039596),"All-Day Breakfast, Cafe",Kith Cafe (Millenia Walk),1.2921214,103.8595792,12
668,75 Amoy Street Singapore (069894),Japanese,Kiyoshi Japanese Restaurant,1.2803924,103.8467764,4
669,68 Tanjong Pagar Singapore (088489),Korean,Kko Kko Na Ra (Tanjong Pagar),1.2787992,103.8437687,31
670,185 Upper Thomson Road Singapore (574333),Cafe,Knockhouse Cafe,1.3514312,103.8353286,32
671,"1 The Knolls, Sentosa Island Singapore (098297)",Modern European,The Knolls,1.249141,103.8248866,14
672,160 Paya Lebar Road#01-07Orion@Paya Lebar Singapore (409022),"All-Day Breakfast, Cafe",Knots Cafe and Living,1.3293132,103.8901747,2
673,8 Rodyk Street#01-05/06Singapore (238216),"Bar, Modern European, Cafe",KOB - Kingdom of Belgians,1.2902204,103.8376575,34
674,4 & 6 Jalan Kledek Singapore (199261),Thai,Koh Nangkam,1.3035759,103.8591077,8
675,3 Pickering Street#01-42Nankin Row Singapore (048660),Japanese,Koji Sushi Bar (Pickering Street),1.2844559,103.8471133,4
676,252 North Bridge Road#03-28A Raffles City Shopping Centre Singapore (179103),Japanese,Koji Sushi Bar (Raffles City),1.2937585,103.8534331,16
677,2 Bayfront Avenue#B1-67Marina Bay Sands Singapore (018972),"Bar, Japanese, Vegetarian Friendly",KOMA Singapore,1.2836602,103.8592707,49
678,366 Orchard Road Level 10YOTEL Singapore Singapore (238904),"Bar, Fusion, International, Vegetarian Friendly",KOMYUNITI,1.3064431,103.8319819,11
679,11 Rhu Cross#01-02Singapore (437440),"American, Bar, Buffet, Italian, Seafood, Steakhouse, Vegetarian Friendly",Kontiki,1.2950157,103.8673318,12
680,"2 Stamford Road Level 2, Swissotel The Stamford,Singapore (178882)",Local,Kopi Tiam,1.2932771,103.8535076,16
681,5 Dunlop Street#02-00Singapore (209335),"Korean, Fusion, BBQ",Korean Fusion BBQ (Dunlop Street),1.3043556,103.8541612,8
682,2 Dickson Road Wanderlust Hotel Singapore (209494),Indian,Kotuwa,1.3051497,103.854646,8
683,8 Jalan Klapa Singapore (199320),"Cafe, Dessert Only",Kumoya @ Jalan Klapa,1.3042989,103.8599996,8
684,181 Orchard Road#04-08Orchard Central Singapore (238896),"Cafe, Dessert Only",Kumoya @ Orchard Central,1.3006295,103.8398742,38
685,9 Raffles Boulevard#02-07Millenia Walk Singapore (039596),"Bar, Japanese",Kurama Robatayaki X Sushi Murasaki,1.2928181,103.8598344,12
686,182 Cecil Street#02-11Frasers Tower Singapore (069547),Japanese,Kure Menya @ Frasers Tower,1.2786632,103.8474008,4
687,1 Kim Seng Promenade#01-127Great World City Singapore (237934),Japanese,Kuriya Dining,1.2936417,103.8319293,0
688,417 River Valley Road Singapore (248316),Indian,Kurry Korner (River Valley),1.2952425,103.8296334,0
689,526 Macpherson Road Singapore (368216),"Bar, Buffet, Japanese",Kushi Japanese Dining,1.3324779,103.8843435,2
690,Sofitel Singapore Sentosa Resort & Spa2 Bukit Manis Road Sentosa Singapore (099891),"Buffet, Chinese, International, Seafood, Vegetarian Friendly, Southeast Asian",Kwee Zeen (Sofitel Sentosa),1.2456916,103.8278754,14
691,111 Somerset Road#02-05/06Singapore (238164),Japanese,Kyoaji Dining,1.3001685,103.8372952,38
692,5 Yong Siak Street Singapore (168643),"Japanese, Seafood",Kyoten Japanese Cuisine,1.2824797,103.830423,0
693,29 Keong Saik Road Singapore (089136),Japanese,Kyuu by Shunsui,1.2799914,103.8414329,31
694,85 Club Street Singapore (069453),French,L'Angelus,1.2817018,103.8456841,4
695,70 Collyer Quay#01-01Customs House Singapore (049323),French,L'Entrecôte The Steak & Fries Bistro (Customs House),1.2824913,103.8534753,49
696,36 Duxton Hill Singapore (089614),"French, Steakhouse",L'Entrecôte The Steak & Fries Bistro (Duxton),1.2784789,103.8428048,31
697,190 Clemenceau Avenue #01-28 Singapore Shopping Centre Singapore (239924),"French, Cafe, Dessert Only",L'éclair Pâtisserie,1.298267,103.844008,38
698,214 East Coast Road Singapore (428913),"Bar, French, Italian, Cafe",La Bonne Table,1.307333,103.907265,23
699,5 Greendale Ave Singapore (289501),Italian,La Braceria,1.3317936,103.8071613,30
700,80 Collyer Quay Lobby Level The Fullerton Bay Hotel Singapore (049326),"Modern European, French",La Brasserie,1.2832383,103.8536272,49
701,1 Beach Road Raffles Hotel Singapore Singapore (189673),French,La Dame de Pic,1.2948829,103.8544791,16
702,35 Selegie Road#01-06Parklane Shopping Mall Singapore (188307),"Chinese, Steamboat",La Jiang Shan Hotpot,1.3006866,103.8493616,45
703,80 Mohamad Sultan Road#01-10The Pier @ Robertson Quay Singapore (239013),Bar,La Maison du Whisky,1.2918135,103.8406509,34
704,26/26B Lorong Mambong Singapore (277685),"Italian, Vegetarian Friendly",La Nonna (Holland Village),1.3116818,103.7948547,9
705,81A Clemenceau Ave#01-22UE Square Singapore (239917),"Bar, Spanish, Cafe",La Pasteleria Kitchen and Bar,1.2921679,103.8426697,34
706,19 Kalidasa Avenue Singapore,Italian,La Pizzaiola (Delivery),1.3814902,103.8297208,39
707,52 West Coast Ferry Road Level 2Singapore (126887),"Italian, Vegetarian Friendly, Pizza",La Pizzeria at Bridge and Beacon Bar,1.2926833,103.7626794,22
708,11 Dempsey Road#01-17Singapore (249673),Mexican,La Salsa,1.3042341,103.8100792,20
709,13 Stamford Road Arcade @ The Capitol Kempinski Singapore (178906),Italian,La Scala Ristorante (The Capitol Kempinski Hotel Singapore),1.293891,103.8513613,16
710,1 Scotts Road#01-13Shaw Centre Singapore (228208),Italian,La Strada,1.3062932,103.8318472,11
711,1 Scotts Road#02-18Shaw Centre Singapore (228208),Spanish,La Tapería Wine & Tapas,1.3062932,103.8318472,11
712,29 Tanglin Road Level 2The St. Regis Singapore Singapore (247911),"Italian, Vegetarian Friendly",LaBrezza (The St. Regis Singapore),1.3055457,103.8260886,44
713,56 Tanglin Road#B1-01Singapore (247964),"Italian, Seafood, Pizza",Lafiandra Ristorante,1.3056253,103.8229393,44
714,6 Upper Dickson Road Singapore (207466),Indian,Lagnaa... barefoot dining,1.3063671,103.852261,45
715,Blk 168 Lor 1 Toa Payoh#01-1040Singapore (310168),"Chinese, Malaysian, Seafood, Vegetarian Friendly, Local, Steamboat, Zi Char, Modern Asian",Lai Bao Fish Head Steamboat 徕寶鱼头炉,1.3319248,103.8434952,26
716,80 Collyer Quay Lobby Level The Fullerton Bay Hotel Singapore (049326),Bar,The Landing Point,1.2832383,103.8536272,49
